================================================================================
NAVIFLOW PROFILING REPORT
================================================================================

Algorithm: SimpleSolver
Timestamp: 2025-03-17 03:54:10
Mesh Size: 127x127
Reynolds Number: 100

SYSTEM INFORMATION
--------------------------------------------------------------------------------
Platform: macOS-14.1-arm64-arm-64bit
Processor: Apple M3 Pro
Python Version: 3.11.11
Total System Memory: 18.00 GB

CONVERGENCE INFORMATION
--------------------------------------------------------------------------------
Convergence Tolerance: 1.000000e-08
Final Residual: 9.996792e-09
Status: Converged after 16860 iterations

PERFORMANCE SUMMARY
--------------------------------------------------------------------------------
Total Wall Time: 3715.7393 seconds
Total CPU Time: 5122.6762 seconds
Total Iterations: 16860
Average Wall Time per Iteration: 0.2204 seconds
Peak Memory Usage: 210.11 MB

TIME BREAKDOWN (WALL TIME)
--------------------------------------------------------------------------------
Momentum Equations: 50.5794 seconds (1.36%)
Pressure Equation: 3653.6198 seconds (98.33%)
Velocity Update: 8.8062 seconds (0.24%)
Boundary Conditions: 0.0000 seconds (0.00%)
Other Operations: 2.5654 seconds (0.07%)

TIME BREAKDOWN (CPU TIME)
--------------------------------------------------------------------------------
Momentum Equations: 50.5679 seconds (0.99%)
Pressure Equation: 5060.5870 seconds (98.79%)
Velocity Update: 8.8045 seconds (0.17%)
Boundary Conditions: 0.0000 seconds (0.00%)
Other Operations: 2.5621 seconds (0.05%)

DETAILED RESIDUAL HISTORY
--------------------------------------------------------------------------------
 Iter    Wall Time     CPU Time    Total Res Momentum Res Pressure Res Inf Norm Err     RSS (MB)     VMS (MB)
 3221     715.9919     987.3070 2.665666e-05 2.663729e-05 8.475729e-01          N/A       186.45    400847.55
 3222     716.2098     987.6085 2.664508e-05 2.661767e-05 8.475729e-01          N/A       186.45    400847.55
 3223     716.4285     987.9141 2.662251e-05 2.660268e-05 8.475729e-01          N/A       186.45    400847.55
 3224     716.6471     988.2193 2.660773e-05 2.658343e-05 8.475729e-01          N/A       186.45    400847.55
 3225     716.8647     988.5207 2.659157e-05 2.656399e-05 8.475729e-01          N/A       186.45    400847.55
 3226     717.0838     988.8275 2.656954e-05 2.655001e-05 8.475729e-01          N/A       186.45    400847.55
 3227     717.3020     989.1317 2.655173e-05 2.652979e-05 8.475729e-01          N/A       186.45    400847.55
 3228     717.5199     989.4345 2.653584e-05 2.651052e-05 8.475729e-01          N/A       186.45    400847.55
 3229     717.7377     989.7358 2.651536e-05 2.649330e-05 8.475729e-01          N/A       186.45    400847.55
 3230     717.9551     990.0376 2.650169e-05 2.647712e-05 8.475729e-01          N/A       186.45    400847.55
 3231     718.1722     990.3374 2.648419e-05 2.645786e-05 8.475729e-01          N/A       186.45    400847.55
 3232     718.3899     990.6404 2.646472e-05 2.644225e-05 8.475729e-01          N/A       186.45    400847.55
 3233     718.6072     990.9406 2.644437e-05 2.642384e-05 8.475729e-01          N/A       186.45    400847.55
 3234     718.8255     991.2435 2.643298e-05 2.640634e-05 8.475729e-01          N/A       186.45    400847.55
 3235     719.0439     991.5496 2.640866e-05 2.638953e-05 8.475729e-01          N/A       186.45    400847.55
 3236     719.2619     991.8547 2.639591e-05 2.637239e-05 8.475729e-01          N/A       186.45    400847.55
 3237     719.4797     992.1569 2.637990e-05 2.635213e-05 8.475729e-01          N/A       186.45    400847.55
 3238     719.6978     992.4611 2.635800e-05 2.633731e-05 8.475729e-01          N/A       186.45    400847.55
 3239     719.9158     992.7647 2.634034e-05 2.631725e-05 8.475729e-01          N/A       186.45    400847.55
 3240     720.1325     993.0645 2.632460e-05 2.630005e-05 8.475729e-01          N/A       186.45    400847.55
 3241     720.3518     993.3735 2.630426e-05 2.628177e-05 8.475729e-01          N/A       186.45    400847.55
 3242     720.5725     993.6843 2.629075e-05 2.626695e-05 8.475729e-01          N/A       186.45    400847.55
 3243     720.7917     993.9906 2.627339e-05 2.624683e-05 8.475729e-01          N/A       186.45    400847.55
 3244     721.0067     994.2844 2.625407e-05 2.623044e-05 8.475729e-01          N/A       186.45    400847.55
 3245     721.2230     994.5833 2.623385e-05 2.621219e-05 8.475729e-01          N/A       186.45    400847.55
 3246     721.4406     994.8860 2.622265e-05 2.619675e-05 8.475729e-01          N/A       186.45    400847.55
 3247     721.6579     995.1870 2.619731e-05 2.617819e-05 8.475729e-01          N/A       186.45    400847.55
 3248     721.8737     995.4832 2.618585e-05 2.616309e-05 8.475729e-01          N/A       186.45    400847.55
 3249     722.0910     995.7854 2.617000e-05 2.614297e-05 8.475729e-01          N/A       186.45    400847.55
 3250     722.3082     996.0858 2.614823e-05 2.612642e-05 8.475729e-01          N/A       186.52    400847.55
 3251     722.5264     996.3907 2.613072e-05 2.610690e-05 8.475729e-01          N/A       186.52    400847.55
 3252     722.7451     996.6965 2.611512e-05 2.609132e-05 8.475729e-01          N/A       186.53    400847.55
 3253     722.9628     996.9991 2.609492e-05 2.607320e-05 8.475729e-01          N/A       186.53    400847.55
 3254     723.1797     997.2986 2.608156e-05 2.605852e-05 8.475729e-01          N/A       186.53    400847.55
 3255     723.3977     997.6023 2.606435e-05 2.603854e-05 8.475729e-01          N/A       186.53    400847.55
 3256     723.6155     997.9046 2.604519e-05 2.602042e-05 8.475729e-01          N/A       186.53    400847.55
 3257     723.8337     998.2080 2.602509e-05 2.600260e-05 8.475729e-01          N/A       186.53    400847.55
 3258     724.0511     998.5092 2.601407e-05 2.598891e-05 8.475729e-01          N/A       186.53    400847.55
 3259     724.2693     998.8136 2.598883e-05 2.596864e-05 8.475729e-01          N/A       186.53    400847.55
 3260     724.4865     999.1147 2.597754e-05 2.595554e-05 8.475729e-01          N/A       186.53    400847.55
 3261     724.7040     999.4154 2.596185e-05 2.593555e-05 8.475729e-01          N/A       186.53    400847.55
 3262     724.9214     999.7172 2.594021e-05 2.591731e-05 8.475729e-01          N/A       186.53    400847.55
 3263     725.1390    1000.0197 2.592284e-05 2.589975e-05 8.475729e-01          N/A       186.53    400847.55
 3264     725.3563    1000.3208 2.590738e-05 2.588432e-05 8.475729e-01          N/A       186.53    400847.55
 3265     725.5751    1000.6226 2.588733e-05 2.586635e-05 8.475729e-01          N/A       186.53    400847.55
 3266     725.7927    1000.9233 2.587413e-05 2.585182e-05 8.475729e-01          N/A       186.53    400847.55
 3267     726.0115    1001.2293 2.585706e-05 2.583198e-05 8.475729e-01          N/A       186.53    400847.55
 3268     726.2296    1001.5313 2.583804e-05 2.581281e-05 8.475729e-01          N/A       186.53    400847.55
 3269     726.4478    1001.8369 2.581807e-05 2.579632e-05 8.475729e-01          N/A       186.53    400847.55
 3270     726.6649    1002.1373 2.580723e-05 2.578279e-05 8.475729e-01          N/A       186.53    400847.55
 3271     726.8830    1002.4414 2.578209e-05 2.576104e-05 8.475729e-01          N/A       186.53    400847.55
 3272     727.1012    1002.7458 2.577097e-05 2.574970e-05 8.475729e-01          N/A       186.53    400847.55
 3273     727.3198    1003.0514 2.575543e-05 2.572985e-05 8.475729e-01          N/A       186.53    400847.55
 3274     727.5375    1003.3532 2.573393e-05 2.570996e-05 8.475729e-01          N/A       186.53    400847.55
 3275     727.7560    1003.6582 2.571670e-05 2.569432e-05 8.475729e-01          N/A       186.53    400847.55
 3276     727.9743    1003.9622 2.570138e-05 2.567904e-05 8.475729e-01          N/A       186.53    400847.55
 3277     728.1924    1004.2658 2.568148e-05 2.566122e-05 8.475729e-01          N/A       186.53    400847.55
 3278     728.4101    1004.5692 2.566842e-05 2.564684e-05 8.475729e-01          N/A       186.53    400847.55
 3279     728.6268    1004.8692 2.565149e-05 2.562713e-05 8.475729e-01          N/A       186.53    400847.55
 3280     728.8507    1005.1713 2.563262e-05 2.560810e-05 8.475729e-01          N/A       186.53    400847.55
 3281     729.0760    1005.4780 2.561277e-05 2.559175e-05 8.475729e-01          N/A       186.53    400847.55
 3282     729.3030    1005.7929 2.560212e-05 2.557838e-05 8.475729e-01          N/A       186.53    400847.55
 3283     729.5303    1006.1029 2.557898e-05 2.555674e-05 8.475729e-01          N/A       186.53    400847.55
 3284     729.9695    1006.4059 2.556613e-05 2.554558e-05 8.475729e-01          N/A       186.53    400847.55
 3285     730.1840    1006.6916 2.555074e-05 2.552586e-05 8.475729e-01          N/A       186.53    400847.55
 3286     730.4028    1007.0006 2.552936e-05 2.550518e-05 8.475729e-01          N/A       186.53    400847.55
 3287     730.6225    1007.3075 2.551227e-05 2.549060e-05 8.475729e-01          N/A       186.53    400847.55
 3288     730.8433    1007.6057 2.549709e-05 2.547546e-05 8.475729e-01          N/A       186.53    400847.55
 3289     731.0655    1007.9057 2.547734e-05 2.545779e-05 8.475729e-01          N/A       186.53    400847.55
 3290     731.2843    1008.2097 2.546443e-05 2.544355e-05 8.475729e-01          N/A       186.53    400847.55
 3291     731.5026    1008.5142 2.544764e-05 2.542399e-05 8.475729e-01          N/A       186.53    400847.55
 3292     731.7204    1008.8146 2.542892e-05 2.540509e-05 8.475729e-01          N/A       186.53    400847.55
 3293     731.9404    1009.1161 2.540938e-05 2.538888e-05 8.475729e-01          N/A       186.53    400847.55
 3294     732.1589    1009.4197 2.539872e-05 2.537567e-05 8.475729e-01          N/A       186.53    400847.55
 3295     732.3776    1009.7247 2.537760e-05 2.535414e-05 8.475729e-01          N/A       186.53    400847.55
 3296     732.5947    1010.0251 2.536299e-05 2.534315e-05 8.475729e-01          N/A       186.53    400847.55
 3297     732.8111    1010.3221 2.534776e-05 2.532356e-05 8.475729e-01          N/A       186.53    400847.55
 3298     733.0284    1010.6242 2.532651e-05 2.530301e-05 8.475729e-01          N/A       186.53    400847.55
 3299     733.2462    1010.9253 2.530956e-05 2.528857e-05 8.475729e-01          N/A       186.53    400847.55
 3300     733.4643    1011.2291 2.529451e-05 2.527358e-05 8.475729e-01 3.727056e-02       186.53    400847.55
 3301     733.6824    1011.5319 2.527537e-05 2.525606e-05 8.475729e-01          N/A       186.53    400847.55
 3302     733.9006    1011.8354 2.526214e-05 2.524196e-05 8.475729e-01          N/A       186.53    400847.55
 3303     734.1189    1012.1402 2.524550e-05 2.522253e-05 8.475729e-01          N/A       186.53    400847.55
 3304     734.3374    1012.4444 2.522692e-05 2.520378e-05 8.475729e-01          N/A       186.53    400847.55
 3305     734.5554    1012.7486 2.520937e-05 2.518770e-05 8.475729e-01          N/A       186.53    400847.55
 3306     734.7722    1013.0482 2.519701e-05 2.517464e-05 8.475729e-01          N/A       186.53    400847.55
 3307     734.9920    1013.3581 2.517787e-05 2.515323e-05 8.475729e-01          N/A       186.53    400847.55
 3308     735.2108    1013.6647 2.516156e-05 2.514240e-05 8.475729e-01          N/A       186.53    400847.55
 3309     735.4295    1013.9706 2.514647e-05 2.512294e-05 8.475729e-01          N/A       186.53    400847.55
 3310     735.6503    1014.2803 2.512535e-05 2.510251e-05 8.475729e-01          N/A       186.53    400847.55
 3311     735.8683    1014.5837 2.510853e-05 2.508822e-05 8.475729e-01          N/A       186.53    400847.55
 3312     736.0877    1014.8927 2.509363e-05 2.507337e-05 8.475729e-01          N/A       186.53    400847.55
 3313     736.3055    1015.1940 2.507645e-05 2.505600e-05 8.475729e-01          N/A       186.53    400847.55
 3314     736.5238    1015.4987 2.506154e-05 2.504205e-05 8.475729e-01          N/A       186.53    400847.55
 3315     736.7414    1015.7998 2.504504e-05 2.502275e-05 8.475729e-01          N/A       186.53    400847.55
 3316     736.9595    1016.1033 2.502660e-05 2.500413e-05 8.475729e-01          N/A       186.53    400847.55
 3317     737.1772    1016.4045 2.501100e-05 2.498818e-05 8.475729e-01          N/A       186.53    400847.55
 3318     737.3950    1016.7078 2.499700e-05 2.497529e-05 8.475729e-01          N/A       186.53    400847.55
 3319     737.6131    1017.0122 2.497978e-05 2.495398e-05 8.475729e-01          N/A       186.53    400847.55
 3320     737.8304    1017.3122 2.496180e-05 2.494333e-05 8.475729e-01          N/A       186.53    400847.55
 3321     738.1998    1017.6100 2.494686e-05 2.492399e-05 8.475729e-01          N/A       186.53    400847.55
 3322     738.4224    1017.9139 2.492715e-05 2.490368e-05 8.475729e-01          N/A       186.53    400847.55
 3323     738.6401    1018.2163 2.491087e-05 2.488953e-05 8.475729e-01          N/A       186.53    400847.55
 3324     738.9188    1018.5224 2.489442e-05 2.487483e-05 8.475729e-01          N/A       186.53    400847.55
 3325     739.2010    1018.8184 2.487915e-05 2.485760e-05 8.475729e-01          N/A       186.53    400847.55
 3326     739.4183    1019.1196 2.486262e-05 2.484379e-05 8.475729e-01          N/A       186.53    400847.55
 3327     739.6351    1019.4195 2.484625e-05 2.482462e-05 8.475729e-01          N/A       186.53    400847.55
 3328     739.8525    1019.7211 2.482796e-05 2.480615e-05 8.475729e-01          N/A       186.53    400847.55
 3329     740.0701    1020.0232 2.481426e-05 2.479033e-05 8.475729e-01          N/A       186.53    400847.55
 3330     740.2888    1020.3293 2.479865e-05 2.477759e-05 8.475730e-01          N/A       186.53    400847.55
 3331     740.5071    1020.6346 2.478332e-05 2.475640e-05 8.475729e-01          N/A       186.53    400847.55
 3332     740.7266    1020.9388 2.476372e-05 2.474590e-05 8.475730e-01          N/A       186.53    400847.55
 3333     740.9446    1021.2427 2.474892e-05 2.472670e-05 8.475730e-01          N/A       186.53    400847.55
 3334     741.1628    1021.5471 2.473107e-05 2.470651e-05 8.475729e-01          N/A       186.53    400847.55
 3335     741.3808    1021.8516 2.471493e-05 2.469250e-05 8.475729e-01          N/A       186.53    400847.55
 3336     741.5976    1022.1517 2.469690e-05 2.467794e-05 8.475730e-01          N/A       186.53    400847.55
 3337     741.8160    1022.4558 2.468348e-05 2.466085e-05 8.475729e-01          N/A       186.53    400847.55
 3338     742.0345    1022.7625 2.466536e-05 2.464718e-05 8.475730e-01          N/A       186.53    400847.55
 3339     742.2523    1023.0647 2.464913e-05 2.462815e-05 8.475730e-01          N/A       186.53    400847.55
 3340     742.4696    1023.3654 2.463242e-05 2.460981e-05 8.475729e-01          N/A       186.53    400847.55
 3341     742.6876    1023.6682 2.461914e-05 2.459412e-05 8.475729e-01          N/A       186.53    400847.55
 3342     742.9054    1023.9715 2.460196e-05 2.458154e-05 8.475730e-01          N/A       186.53    400847.55
 3343     743.1233    1024.2742 2.458847e-05 2.456045e-05 8.475729e-01          N/A       186.53    400847.55
 3344     743.3424    1024.5827 2.456728e-05 2.455012e-05 8.475730e-01          N/A       186.53    400847.55
 3345     743.5615    1024.8914 2.455264e-05 2.453104e-05 8.475730e-01          N/A       186.53    400847.55
 3346     743.7786    1025.1911 2.453660e-05 2.451201e-05 8.475730e-01          N/A       186.53    400847.55
 3347     743.9968    1025.4954 2.452059e-05 2.449710e-05 8.475730e-01          N/A       186.53    400847.55
 3348     744.2149    1025.7992 2.450270e-05 2.448268e-05 8.475730e-01          N/A       186.53    400847.55
 3349     744.4327    1026.1027 2.448941e-05 2.446574e-05 8.475730e-01          N/A       186.53    400847.55
 3350     744.6504    1026.4063 2.446975e-05 2.445221e-05 8.475730e-01          N/A       186.53    400847.55
 3351     744.8678    1026.7069 2.445365e-05 2.443331e-05 8.475730e-01          N/A       186.53    400847.55
 3352     745.0862    1027.0141 2.443874e-05 2.441510e-05 8.475730e-01          N/A       186.53    400847.55
 3353     745.3049    1027.3200 2.442561e-05 2.439955e-05 8.475730e-01          N/A       186.53    400847.55
 3354     745.5229    1027.6235 2.440691e-05 2.438711e-05 8.475730e-01          N/A       186.53    400847.55
 3355     745.7426    1027.9278 2.439521e-05 2.436700e-05 8.475730e-01          N/A       186.53    400847.55
 3356     745.9618    1028.2345 2.437290e-05 2.435597e-05 8.475730e-01          N/A       186.53    400847.55
 3357     746.1806    1028.5383 2.435799e-05 2.433701e-05 8.475730e-01          N/A       186.53    400847.55
 3358     746.3981    1028.8412 2.434372e-05 2.431982e-05 8.475730e-01          N/A       186.53    400847.55
 3359     746.6156    1029.1428 2.432785e-05 2.430333e-05 8.475730e-01          N/A       186.53    400847.55
 3360     746.8339    1029.4458 2.431009e-05 2.428905e-05 8.475730e-01          N/A       186.53    400847.55
 3361     747.0516    1029.7487 2.429694e-05 2.427225e-05 8.475730e-01          N/A       186.53    400847.55
 3362     747.2695    1030.0524 2.427688e-05 2.425886e-05 8.475730e-01          N/A       186.53    400847.55
 3363     747.4879    1030.3572 2.426081e-05 2.424009e-05 8.475730e-01          N/A       186.53    400847.55
 3364     747.7058    1030.6597 2.424666e-05 2.422308e-05 8.475730e-01          N/A       186.53    400847.55
 3365     747.9236    1030.9622 2.423368e-05 2.420665e-05 8.475730e-01          N/A       186.53    400847.55
 3366     748.1415    1031.2662 2.421349e-05 2.419430e-05 8.475730e-01          N/A       186.53    400847.55
 3367     748.3595    1031.5694 2.420355e-05 2.417600e-05 8.475730e-01          N/A       186.53    400847.55
 3368     748.5777    1031.8736 2.418134e-05 2.416343e-05 8.475730e-01          N/A       186.53    400847.55
 3369     748.7951    1032.1739 2.416497e-05 2.414460e-05 8.475730e-01          N/A       186.53    400847.55
 3370     749.0121    1032.4745 2.415243e-05 2.412921e-05 8.475730e-01          N/A       186.53    400847.55
 3371     749.2292    1032.7739 2.413670e-05 2.411117e-05 8.475730e-01          N/A       186.53    400847.55
 3372     749.4473    1033.0784 2.411907e-05 2.409703e-05 8.475730e-01          N/A       186.53    400847.55
 3373     749.6651    1033.3808 2.410605e-05 2.408037e-05 8.475730e-01          N/A       186.53    400847.55
 3374     749.8828    1033.6841 2.408611e-05 2.406712e-05 8.475730e-01          N/A       186.53    400847.55
 3375     750.1002    1033.9857 2.407017e-05 2.404847e-05 8.475730e-01          N/A       186.53    400847.55
 3376     750.3183    1034.2894 2.405615e-05 2.403323e-05 8.475730e-01          N/A       186.53    400847.55
 3377     750.5357    1034.5909 2.404332e-05 2.401693e-05 8.475730e-01          N/A       186.53    400847.55
 3378     750.7560    1034.8987 2.402246e-05 2.400310e-05 8.475730e-01          N/A       186.53    400847.55
 3379     750.9725    1035.1964 2.401346e-05 2.398655e-05 8.475730e-01          N/A       186.53    400847.55
 3380     751.1882    1035.4920 2.399135e-05 2.397249e-05 8.475730e-01          N/A       186.53    400847.55
 3381     751.4062    1035.7956 2.397460e-05 2.395378e-05 8.475730e-01          N/A       186.53    400847.55
 3382     751.6241    1036.0994 2.396271e-05 2.394015e-05 8.475730e-01          N/A       186.53    400847.55
 3383     751.8420    1036.4014 2.394711e-05 2.392223e-05 8.475730e-01          N/A       186.53    400847.55
 3384     752.0604    1036.7054 2.392962e-05 2.390660e-05 8.475730e-01          N/A       186.53    400847.55
 3385     752.2796    1037.0113 2.391672e-05 2.389009e-05 8.475730e-01          N/A       186.53    400847.55
 3386     752.4979    1037.3165 2.389691e-05 2.387697e-05 8.475730e-01          N/A       186.53    400847.55
 3387     752.7157    1037.6185 2.388111e-05 2.385862e-05 8.475730e-01          N/A       186.53    400847.55
 3388     752.9348    1037.9263 2.386721e-05 2.384493e-05 8.475730e-01          N/A       186.53    400847.55
 3389     753.1527    1038.2296 2.385452e-05 2.382877e-05 8.475730e-01          N/A       186.53    400847.55
 3390     753.3705    1038.5313 2.383337e-05 2.381349e-05 8.475730e-01          N/A       186.53    400847.55
 3391     753.5893    1038.8383 2.382493e-05 2.379865e-05 8.475730e-01          N/A       186.53    400847.55
 3392     753.8072    1039.1409 2.380293e-05 2.378314e-05 8.475730e-01          N/A       186.53    400847.55
 3393     754.0257    1039.4461 2.378590e-05 2.376456e-05 8.475730e-01          N/A       186.53    400847.55
 3394     754.2456    1039.7521 2.377455e-05 2.375263e-05 8.475730e-01          N/A       186.53    400847.55
 3395     754.4643    1040.0582 2.375908e-05 2.373484e-05 8.475730e-01          N/A       186.53    400847.55
 3396     754.6830    1040.3633 2.374173e-05 2.371777e-05 8.475730e-01          N/A       186.53    400847.55
 3397     754.9023    1040.6725 2.372896e-05 2.370270e-05 8.475730e-01          N/A       186.53    400847.55
 3398     755.1211    1040.9800 2.370927e-05 2.368840e-05 8.475730e-01          N/A       186.53    400847.55
 3399     755.3410    1041.2895 2.369360e-05 2.367173e-05 8.475730e-01          N/A       186.53    400847.55
 3400     755.5595    1041.5923 2.367982e-05 2.365817e-05 8.475730e-01 3.490674e-02       186.53    400847.55
 3401     755.7781    1041.8944 2.366728e-05 2.364214e-05 8.475730e-01          N/A       186.53    400847.55
 3402     755.9961    1042.1968 2.364586e-05 2.362545e-05 8.475730e-01          N/A       186.53    400847.55
 3403     756.2136    1042.4991 2.363794e-05 2.361229e-05 8.475730e-01          N/A       186.53    400847.55
 3404     756.4312    1042.8020 2.361605e-05 2.359537e-05 8.475730e-01          N/A       186.53    400847.55
 3405     756.6495    1043.1070 2.359891e-05 2.357838e-05 8.475730e-01          N/A       186.53    400847.55
 3406     756.8678    1043.4112 2.358793e-05 2.356665e-05 8.475730e-01          N/A       186.53    400847.55
 3407     757.0865    1043.7169 2.357260e-05 2.354899e-05 8.475730e-01          N/A       186.53    400847.55
 3408     757.3050    1044.0213 2.355537e-05 2.353184e-05 8.475730e-01          N/A       186.53    400847.55
 3409     757.5236    1044.3274 2.354273e-05 2.351709e-05 8.475730e-01          N/A       186.53    400847.55
 3410     757.7416    1044.6312 2.352317e-05 2.350141e-05 8.475730e-01          N/A       186.53    400847.55
 3411     757.9596    1044.9349 2.350762e-05 2.348637e-05 8.475730e-01          N/A       186.53    400847.55
 3412     758.1774    1045.2364 2.349397e-05 2.347295e-05 8.475730e-01          N/A       186.53    400847.55
 3413     758.3961    1045.5428 2.348157e-05 2.345705e-05 8.475730e-01          N/A       186.53    400847.55
 3414     758.6145    1045.8475 2.345990e-05 2.343898e-05 8.475730e-01          N/A       186.53    400847.55
 3415     758.8335    1046.1543 2.345250e-05 2.342745e-05 8.475730e-01          N/A       186.53    400847.55
 3416     759.0519    1046.4579 2.343072e-05 2.340916e-05 8.475730e-01          N/A       186.53    400847.55
 3417     759.2700    1046.7605 2.341369e-05 2.339379e-05 8.475730e-01          N/A       186.53    400847.55
 3418     759.4872    1047.0625 2.340285e-05 2.338219e-05 8.475730e-01          N/A       186.53    400847.55
 3419     759.7048    1047.3636 2.338765e-05 2.336466e-05 8.475730e-01          N/A       186.53    400847.55
 3420     759.9228    1047.6662 2.337055e-05 2.334763e-05 8.475730e-01          N/A       186.53    400847.55
 3421     760.1414    1047.9727 2.335804e-05 2.333299e-05 8.475730e-01          N/A       186.53    400847.55
 3422     760.3590    1048.2753 2.333859e-05 2.331597e-05 8.475730e-01          N/A       186.53    400847.55
 3423     760.5782    1048.5806 2.332318e-05 2.330254e-05 8.475730e-01          N/A       186.53    400847.55
 3424     760.7961    1048.8828 2.330965e-05 2.328923e-05 8.475730e-01          N/A       186.53    400847.55
 3425     761.0138    1049.1839 2.329740e-05 2.327346e-05 8.475730e-01          N/A       186.53    400847.55
 3426     761.2316    1049.4865 2.327549e-05 2.325461e-05 8.475730e-01          N/A       186.53    400847.55
 3427     761.4497    1049.7919 2.326858e-05 2.324413e-05 8.475730e-01          N/A       186.53    400847.55
 3428     761.6672    1050.0930 2.324690e-05 2.322450e-05 8.475730e-01          N/A       186.53    400847.55
 3429     761.8845    1050.3947 2.323000e-05 2.321070e-05 8.475730e-01          N/A       186.53    400847.55
 3430     762.1024    1050.6981 2.321929e-05 2.319924e-05 8.475730e-01          N/A       186.53    400847.55
 3431     762.3202    1051.0001 2.320422e-05 2.318183e-05 8.475730e-01          N/A       186.53    400847.55
 3432     762.5382    1051.3042 2.318725e-05 2.316493e-05 8.475730e-01          N/A       186.53    400847.55
 3433     762.7547    1051.6019 2.317486e-05 2.315041e-05 8.475730e-01          N/A       186.53    400847.55
 3434     762.9730    1051.9081 2.315554e-05 2.313272e-05 8.475730e-01          N/A       186.53    400847.55
 3435     763.1913    1052.2121 2.314026e-05 2.312020e-05 8.475730e-01          N/A       186.53    400847.55
 3436     763.4088    1052.5141 2.312685e-05 2.310702e-05 8.475730e-01          N/A       186.53    400847.55
 3437     763.6267    1052.8174 2.311473e-05 2.309138e-05 8.475730e-01          N/A       186.53    400847.55
 3438     763.8442    1053.1195 2.309392e-05 2.307264e-05 8.475730e-01          N/A       186.53    400847.55
 3439     764.0618    1053.4219 2.308617e-05 2.306230e-05 8.475730e-01          N/A       186.53    400847.55
 3440     764.2808    1053.7290 2.306460e-05 2.304139e-05 8.475730e-01          N/A       186.53    400847.55
 3441     764.4989    1054.0326 2.304850e-05 2.302911e-05 8.475730e-01          N/A       186.53    400847.55
 3442     764.7180    1054.3398 2.303724e-05 2.301779e-05 8.475730e-01          N/A       186.53    400847.55
 3443     764.9360    1054.6428 2.302230e-05 2.300051e-05 8.475730e-01          N/A       186.53    400847.55
 3444     765.1545    1054.9479 2.300546e-05 2.298372e-05 8.475730e-01          N/A       186.53    400847.55
 3445     765.3729    1055.2524 2.299319e-05 2.296932e-05 8.475730e-01          N/A       186.53    400847.55
 3446     765.5939    1055.5632 2.297399e-05 2.295175e-05 8.475730e-01          N/A       186.53    400847.55
 3447     765.8146    1055.8723 2.295883e-05 2.293936e-05 8.475730e-01          N/A       186.53    400847.55
 3448     766.0345    1056.1835 2.294554e-05 2.292630e-05 8.475730e-01          N/A       186.53    400847.55
 3449     766.2523    1056.4861 2.293357e-05 2.291079e-05 8.475730e-01          N/A       186.53    400847.55
 3450     766.4707    1056.7906 2.291443e-05 2.289216e-05 8.475730e-01          N/A       186.53    400847.55
 3451     766.6892    1057.0937 2.290526e-05 2.288197e-05 8.475730e-01          N/A       186.53    400847.55
 3452     766.9072    1057.3957 2.288379e-05 2.286115e-05 8.475730e-01          N/A       186.53    400847.55
 3453     767.1269    1057.7057 2.286936e-05 2.284901e-05 8.475730e-01          N/A       186.53    400847.55
 3454     767.3459    1058.0107 2.285668e-05 2.283782e-05 8.475730e-01          N/A       186.53    400847.55
 3455     767.5645    1058.3152 2.284187e-05 2.282067e-05 8.475730e-01          N/A       186.53    400847.55
 3456     767.7832    1058.6193 2.282516e-05 2.280400e-05 8.475730e-01          N/A       186.53    400847.55
 3457     768.0014    1058.9218 2.281301e-05 2.278972e-05 8.475730e-01          N/A       186.53    400847.55
 3458     768.2220    1059.2307 2.279393e-05 2.277226e-05 8.475730e-01          N/A       186.53    400847.55
 3459     768.4416    1059.5399 2.277891e-05 2.276000e-05 8.475730e-01          N/A       186.53    400847.55
 3460     768.6600    1059.8444 2.276573e-05 2.274706e-05 8.475730e-01          N/A       186.53    400847.55
 3461     768.8777    1060.1469 2.275389e-05 2.273168e-05 8.475730e-01          N/A       186.53    400847.55
 3462     769.0953    1060.4495 2.273638e-05 2.271316e-05 8.475730e-01          N/A       186.53    400847.55
 3463     769.3137    1060.7536 2.272584e-05 2.270310e-05 8.475730e-01          N/A       186.53    400847.55
 3464     769.5323    1061.0597 2.270491e-05 2.268240e-05 8.475730e-01          N/A       186.53    400847.55
 3465     769.7468    1061.3522 2.269167e-05 2.267039e-05 8.475730e-01          N/A       186.53    400847.55
 3466     769.9618    1061.6504 2.267761e-05 2.265933e-05 8.475730e-01          N/A       186.53    400847.55
 3467     770.1766    1061.9444 2.266296e-05 2.264230e-05 8.475730e-01          N/A       186.53    400847.55
 3468     770.3912    1062.2384 2.264661e-05 2.262574e-05 8.475730e-01          N/A       186.53    400847.55
 3469     770.6068    1062.5331 2.263445e-05 2.261158e-05 8.475730e-01          N/A       186.53    400847.55
 3470     770.8225    1062.8294 2.261653e-05 2.259424e-05 8.475730e-01          N/A       186.38    400847.55
 3471     771.0372    1063.1230 2.260193e-05 2.258210e-05 8.475730e-01          N/A       186.38    400847.55
 3472     771.2510    1063.4141 2.258801e-05 2.256929e-05 8.475730e-01          N/A       186.38    400847.55
 3473     771.4669    1063.7135 2.257616e-05 2.255403e-05 8.475730e-01          N/A       186.38    400847.55
 3474     771.6815    1064.0063 2.255977e-05 2.253562e-05 8.475730e-01          N/A       186.38    400847.55
