Iteration,Wall_Time,CPU_Time,Total_Residual,Momentum_Residual,Pressure_Residual,Infinity_Norm_Error,RSS_MB,VMS_MB
1,0.6548888683319092,0.8971469999996771,0.19423966668746373,0.17500000000000002,7.083750280935755,,206.046875,400850.828125
2,1.2644727230072021,1.7251240000005055,0.12639489659504016,0.12522498044400593,1.707683072469993,,209.78125,400850.828125
3,1.8721468448638916,2.532342000002245,0.08266024532359828,0.1036448604136085,0.8566008679170007,,209.78125,400850.828125
4,2.4824118614196777,3.3422840000021097,0.060473794828499405,0.08846358905745674,0.6711510578924438,,209.875,400850.828125
5,3.091397762298584,4.191257000002224,0.04724367288307474,0.07622800612292013,0.6360277952533337,,209.875,400850.828125
6,3.6935667991638184,5.027845000000525,0.037703227790349014,0.06594113598539425,0.6628890674296635,,210.109375,400850.828125
7,4.291543960571289,5.864119000001665,0.03166205460242569,0.057247848749103936,0.703453996750083,,210.109375,400850.828125
8,4.877049684524536,6.681082999999489,0.028728919752025822,0.04990156379989552,0.7432236287571818,,210.046875,400848.09375
9,5.456313848495483,7.489215000001423,0.026085069665546273,0.04369151235829416,0.7771244244309141,,210.046875,400847.546875
10,6.031489849090576,8.29385000000184,0.02374538854153796,0.03842981068164941,0.8039506073582192,,210.046875,400847.546875
11,6.603296995162964,9.094926000001578,0.02168928803706277,0.033954008621389586,0.8241707649596766,,210.046875,400847.546875
12,7.172514915466309,9.888521000000765,0.019884703178673413,0.030127873440771835,0.838809438618501,,210.046875,400847.546875
13,7.885612964630127,10.676651000001584,0.018298276708106298,0.026839018871240405,0.8490035950646924,,210.046875,400847.546875
14,8.447869777679443,11.442175000000134,0.01689968151616672,0.023996385894409333,0.855801346153374,,210.046875,400847.546875
15,9.136733770370483,12.218715000002703,0.015661800540662296,0.021526025368344914,0.8600826583464105,,210.046875,400847.546875
16,9.687927961349487,12.988972999999532,0.014561803526394301,0.019368278895157187,0.8625210688435025,,210.046875,400847.546875
17,10.231703996658325,13.747808000000077,0.013580721013126906,0.017474921048752257,0.8636948428664937,,210.046875,400847.546875
18,10.774426698684692,14.502851000001101,0.01270187063242767,0.015806570275888387,0.8639796862093228,,210.046875,400847.546875
19,11.315266847610474,15.25805400000172,0.01206035029507943,0.014330792903212597,0.8636723461173261,,210.046875,400847.546875
20,11.856297969818115,16.015301999999792,0.011557732132745385,0.013021096518580966,0.8629977772508681,,210.046875,400847.546875
21,12.395306825637817,16.7698249999994,0.011081406304197433,0.011854654268456832,0.8620963697311446,,210.046875,400847.546875
22,12.933226823806763,17.51831200000015,0.010630695857954592,0.010813237168800394,0.8610869706702644,,210.046875,400847.546875
23,13.228205919265747,17.931587000002764,0.010204640781389634,0.010130170554163431,0.8589668381452782,,210.0625,400847.546875
24,13.765509843826294,18.682330999999976,0.00980264779072959,0.00973381697034198,0.8598156121021425,,210.0625,400847.546875
25,14.03683090209961,19.060154000002512,0.009423377999052518,0.009359276409981132,0.8570462651759669,,210.0625,400847.546875
26,14.572516679763794,19.807894000001397,0.009064525476009777,0.009005434155275716,0.8577487887376307,,210.0625,400847.546875
27,14.8400719165802,20.17993800000113,0.00872691268208109,0.008670906396994138,0.8552754842069561,,210.0625,400847.546875
28,15.10788869857788,20.551392000001215,0.008407246418640046,0.008354881122628943,0.8544413722939019,,210.0625,400847.546875
29,15.625087976455688,21.27244900000005,0.008105389480251524,0.008056013792594519,0.8555743409999437,,210.0625,400847.546875
30,15.892164707183838,21.641085999999632,0.007820167679557288,0.00777326619876495,0.8530346505300734,,210.0625,400847.546875
31,16.15993070602417,22.01482400000168,0.007550032125829054,0.007505625911585323,0.8523666385968625,,210.0625,400847.546875
32,16.42740774154663,22.385960999999952,0.007294397224827609,0.007252094841627477,0.8518207713034869,,210.0625,400847.546875
33,16.697633028030396,22.762269999999262,0.007052086114849643,0.0070117986534063426,0.8513186132954189,,210.078125,400847.546875
34,17.210749864578247,23.477622000002157,0.006822738386277338,0.006783816366785378,0.8529307756028217,,210.078125,400847.546875
35,17.47571086883545,23.846543999999994,0.00660459919746631,0.006567474288668773,0.8503465445208391,,210.078125,400847.546875
36,17.74302577972412,24.22037199999977,0.006397282207840249,0.006361906322282784,0.8498961771321234,,210.078125,400847.546875
37,18.010109901428223,24.59444000000076,0.006200429007716335,0.006166390618465689,0.8495447398254612,,210.078125,400847.546875
38,18.278745651245117,24.967227000001003,0.006054057175201355,0.006022548556995633,0.8492279333920649,,210.078125,400847.546875
39,18.547624826431274,25.339923999999883,0.005915487405568548,0.005885130268234395,0.8489400357403483,,210.078125,400847.546875
40,19.05940580368042,26.05407700000069,0.005781414785333033,0.005751981529767303,0.8503370619773563,,210.078125,400847.546875
41,19.31993079185486,26.411975999999413,0.005651384431247214,0.0056229938081827635,0.8483646144818735,,210.078125,400847.546875
42,19.58497381210327,26.779975000001286,0.005525310993483051,0.005498055561103776,0.8480906719731962,,210.078125,400847.546875
43,19.848830938339233,27.147594000001845,0.005403378865122488,0.005377022778407736,0.8478934526806867,,210.078125,400847.546875
44,20.111449718475342,27.511630000000878,0.005285356296060861,0.00525980780097951,0.8477164878268582,,210.078125,400847.546875
45,20.37516689300537,27.879060999999638,0.005171102430047703,0.005146324553298276,0.8475554638473426,,210.078125,400847.546875
46,20.63969373703003,28.249210000001767,0.005060495218646266,0.005036409537553244,0.8474082358067179,,210.078125,400847.546875
47,20.905144691467285,28.620005000000674,0.004953357361748956,0.004930011587060856,0.8472729513166328,,210.078125,400847.546875
48,21.17035984992981,28.9901890000001,0.004849711819624347,0.0048269354519721586,0.8471498551101533,,210.078125,400847.546875
49,21.437819719314575,29.364088000002084,0.004749254817894677,0.004727123676202372,0.8470358033825889,,210.078125,400847.546875
50,21.703178882598877,29.73087800000212,0.00465205003633512,0.0046304188881095,0.8469313957767213,,210.078125,400847.546875
51,21.96784472465515,30.098081000000093,0.004557860279993775,0.004536747766214155,0.846834809846321,,210.078125,400847.546875
52,22.23491096496582,30.470478999999614,0.004466567185061887,0.004445980971627683,0.8467465734062287,,210.078125,400847.546875
53,22.5016770362854,30.84236299999975,0.004378168755871825,0.004357999148447977,0.846665540825704,,210.078125,400847.546875
54,22.768332958221436,31.214170999999624,0.004292466426116637,0.004272728581104834,0.846591349119258,,210.078125,400847.546875
55,23.03513479232788,31.587069000001065,0.004209399258250479,0.004190056114134699,0.846523820223986,,210.078125,400847.546875
56,23.301358699798584,31.95714399999997,0.004128868591235124,0.004109883534312242,0.8464626583539427,,210.078125,400847.546875
57,23.568492889404297,32.328575999999885,0.004050767256002674,0.00403213162066296,0.846407537780415,,210.078125,400847.546875
58,23.833621978759766,32.695701000000554,0.003975014954049061,0.003956686590940839,0.8463570426805305,,210.078125,400847.546875
59,24.098723649978638,33.066649000000325,0.0039015437569986933,0.0038835016260561073,0.8463123826932062,,210.078125,400847.546875
60,24.362498998641968,33.43398900000102,0.003830254188883886,0.0038124477351274,0.8462729774288817,,210.078125,400847.546875
61,24.62468194961548,33.798022999999375,0.0037610478685361493,0.003743491655607334,0.8462371957085395,,210.078125,400847.546875
62,24.882844924926758,34.154427000001306,0.003693869059182342,0.003676537533390478,0.8462066816911005,,210.078125,400847.546875
