================================================================================
NAVIFLOW PROFILING REPORT
================================================================================

Algorithm: SimpleSolver
Timestamp: 2025-03-16 23:03:46
Mesh Size: 127x127
Reynolds Number: 100

SYSTEM INFORMATION
--------------------------------------------------------------------------------
Platform: macOS-14.1-arm64-arm-64bit
Processor: Apple M3 Pro
Python Version: 3.11.11
Total System Memory: 18.00 GB

CONVERGENCE INFORMATION
--------------------------------------------------------------------------------
Convergence Tolerance: 1.000000e-08
Final Residual: 9.997601e-09
Status: Converged after 16292 iterations

PERFORMANCE SUMMARY
--------------------------------------------------------------------------------
Total Wall Time: 3002.0220 seconds
Total CPU Time: 2980.0200 seconds
Total Iterations: 16292
Average Wall Time per Iteration: 0.1843 seconds
Peak Memory Usage: 232.36 MB

TIME BREAKDOWN (WALL TIME)
--------------------------------------------------------------------------------
Momentum Equations: 51.3080 seconds (1.71%)
Pressure Equation: 2938.6266 seconds (97.89%)
Velocity Update: 9.1363 seconds (0.30%)
Boundary Conditions: 0.0000 seconds (0.00%)
Other Operations: 2.7802 seconds (0.09%)

TIME BREAKDOWN (CPU TIME)
--------------------------------------------------------------------------------
Momentum Equations: 50.7320 seconds (1.70%)
Pressure Equation: 2917.3532 seconds (97.90%)
Velocity Update: 9.0316 seconds (0.30%)
Boundary Conditions: 0.0000 seconds (0.00%)
Other Operations: 2.7474 seconds (0.09%)

PRESSURE SOLVER INFORMATION
--------------------------------------------------------------------------------
Solver: DirectPressureSolver
Total Inner Iterations: 32584
Average Inner Iterations per Outer: 1.00
Maximum Inner Iterations: 1
Minimum Inner Iterations: 1

Solver-Specific Information:
  method: direct
  library: scipy.sparse.linalg.spsolve

DETAILED RESIDUAL HISTORY
--------------------------------------------------------------------------------
 Iter    Wall Time     CPU Time    Total Res Momentum Res Pressure Res Inf Norm Err     RSS (MB)     VMS (MB)
    1       0.1853       0.1830 1.942397e-01 1.750000e-01 7.083753e+00          N/A       185.08    399958.91
    2       0.3810       0.3785 1.263949e-01 1.252250e-01 1.707685e+00          N/A       191.94    399959.91
    3       0.5753       0.5729 8.266019e-02 1.036449e-01 8.566019e-01          N/A       199.62    399961.91
    4       0.7586       0.7552 6.047379e-02 8.846359e-02 6.711631e-01          N/A       203.03    399961.91
    5       0.9527       0.9492 4.724360e-02 7.622802e-02 6.360334e-01          N/A       207.03    399962.91
    6       1.1555       1.1492 3.770323e-02 6.594111e-02 6.628943e-01          N/A       208.06    399963.91
    7       1.3395       1.3320 3.166179e-02 5.724785e-02 7.034584e-01          N/A       214.36    399963.91
    8       1.5353       1.5274 2.872876e-02 4.990157e-02 7.432309e-01          N/A       214.38    399963.91
    9       1.7309       1.7227 2.608510e-02 4.369152e-02 7.771157e-01          N/A       213.52    399963.91
   10       1.9114       1.9030 2.374554e-02 3.842977e-02 8.039440e-01          N/A       214.45    399963.91
   11       2.1059       2.0975 2.168939e-02 3.395401e-02 8.241652e-01          N/A       217.05    399963.91
   12       2.2982       2.2901 1.988468e-02 3.012785e-02 8.388079e-01          N/A       216.12    399963.91
   13       2.4788       2.4708 1.829825e-02 2.683905e-02 8.490080e-01          N/A       217.05    399963.91
   14       2.6754       2.6665 1.689956e-02 2.399637e-02 8.558076e-01          N/A       217.05    399963.91
   15       2.8687       2.8593 1.566176e-02 2.152600e-02 8.600825e-01          N/A       216.12    399963.91
   16       3.0542       3.0437 1.456195e-02 1.936832e-02 8.625320e-01          N/A       218.08    400091.91
   17       3.2463       3.2358 1.358077e-02 1.747498e-02 8.636949e-01          N/A       218.08    400091.91
   18       3.4393       3.4288 1.270186e-02 1.580659e-02 8.639756e-01          N/A       217.08    400090.91
   19       3.6317       3.6212 1.206051e-02 1.433083e-02 8.636711e-01          N/A       217.16    400091.91
   20       3.8103       3.7997 1.155781e-02 1.302096e-02 8.629951e-01          N/A       218.08    400091.91
   21       4.0111       3.9990 1.108127e-02 1.185467e-02 8.620983e-01          N/A       218.08    400091.91
   22       4.2047       4.1924 1.063052e-02 1.081326e-02 8.610854e-01          N/A       217.16    400091.91
   23       4.3864       4.3737 1.020463e-02 1.013016e-02 8.600270e-01          N/A       218.08    400091.91
   24       4.5822       4.5692 9.802552e-03 9.733800e-03 8.589698e-01          N/A       218.08    400091.91
   25       4.7751       4.7617 9.423037e-03 9.359196e-03 8.579432e-01          N/A       217.16    400091.91
   26       4.9546       4.9412 9.064842e-03 9.005306e-03 8.569651e-01          N/A       218.08    400091.91
   27       5.1476       5.1341 8.726662e-03 8.670890e-03 8.560453e-01          N/A       218.70    400091.91
   28       5.3415       5.3281 8.407281e-03 8.354833e-03 8.551879e-01          N/A       217.78    400091.91
   29       5.5211       5.5079 8.105461e-03 8.055985e-03 8.543939e-01          N/A       218.70    400091.91
   30       5.7147       5.7015 7.820106e-03 7.773258e-03 8.536618e-01          N/A       218.70    400091.91
   31       5.9065       5.8933 7.550084e-03 7.505636e-03 8.529890e-01          N/A       217.78    400091.91
   32       6.0853       6.0722 7.294440e-03 7.252114e-03 8.523721e-01          N/A       218.70    400091.91
   33       6.2791       6.2661 7.052181e-03 7.011816e-03 8.518072e-01          N/A       218.70    400091.91
   34       6.4720       6.4591 6.822452e-03 6.783840e-03 8.512905e-01          N/A       216.80    400090.91
   35       6.6523       6.6395 6.604432e-03 6.567439e-03 8.508183e-01          N/A       218.70    400091.91
   36       6.8425       6.8294 6.397343e-03 6.361819e-03 8.503868e-01          N/A       216.80    400090.91
   37       7.0362       7.0232 6.200514e-03 6.166339e-03 8.499928e-01          N/A       216.80    400090.91
   38       7.2169       7.2039 6.054111e-03 6.022534e-03 8.496330e-01          N/A       218.70    400091.91
   39       7.4131       7.4002 5.915546e-03 5.885130e-03 8.493046e-01          N/A       217.81    400091.91
   40       7.6060       7.5931 5.781267e-03 5.751993e-03 8.490048e-01          N/A       218.70    400091.91
   41       7.7850       7.7722 5.651235e-03 5.622972e-03 8.487312e-01          N/A       218.70    400091.91
   42       7.9781       7.9655 5.525308e-03 5.498015e-03 8.484815e-01          N/A       217.70    400090.91
   43       8.1698       8.1573 5.403392e-03 5.376993e-03 8.482538e-01          N/A       217.80    400091.91
   44       8.3510       8.3380 5.285361e-03 5.259785e-03 8.480462e-01          N/A       218.70    400091.91
   45       8.5436       8.5308 5.171095e-03 5.146311e-03 8.478569e-01          N/A       218.70    400091.91
   46       8.7341       8.7214 5.060477e-03 5.036400e-03 8.476845e-01          N/A       217.80    400091.91
   47       8.9122       8.8997 4.953377e-03 4.929996e-03 8.475274e-01          N/A       218.70    400091.91
   48       9.1034       9.0910 4.849681e-03 4.826925e-03 8.473845e-01          N/A       217.80    400091.91
   49       9.2969       9.2846 4.749267e-03 4.727109e-03 8.472546e-01          N/A       218.70    400091.91
   50       9.4763       9.4640 4.652015e-03 4.630411e-03 8.471366e-01          N/A       218.70    400091.91
   51       9.6694       9.6570 4.557823e-03 4.536733e-03 8.470295e-01          N/A       217.80    400091.91
   52       9.8603       9.8480 4.466555e-03 4.445959e-03 8.469324e-01          N/A       218.70    400091.91
   53      10.0544      10.0421 4.378145e-03 4.357986e-03 8.468446e-01          N/A       221.30    400091.91
   54      10.2330      10.2210 4.292446e-03 4.272713e-03 8.467652e-01          N/A       221.30    400091.91
   55      10.4269      10.4150 4.209385e-03 4.190040e-03 8.466935e-01          N/A       221.30    400091.91
   56      10.6222      10.6102 4.128860e-03 4.109868e-03 8.466290e-01          N/A       221.30    400091.91
   57      10.8008      10.7887 4.050764e-03 4.032115e-03 8.465711e-01          N/A       221.30    400091.91
   58      10.9951      10.9832 3.975028e-03 3.956673e-03 8.465192e-01          N/A       221.30    400091.91
   59      11.1888      11.1768 3.901561e-03 3.883489e-03 8.464728e-01          N/A       221.30    400091.91
   60      11.3697      11.3577 3.830270e-03 3.812443e-03 8.464316e-01          N/A       221.30    400091.91
   61      11.5633      11.5510 3.761079e-03 3.743492e-03 8.463950e-01          N/A       221.30    400091.91
   62      11.7558      11.7435 3.693929e-03 3.676540e-03 8.463628e-01          N/A       221.30    400091.91
   63      11.9335      11.9213 3.628735e-03 3.612963e-03 8.463345e-01          N/A       221.30    400091.91
   64      12.1233      12.1108 3.576579e-03 3.561443e-03 8.463098e-01          N/A       221.30    400091.91
   65      12.3119      12.2992 3.525856e-03 3.510981e-03 8.462885e-01          N/A       221.30    400091.91
   66      12.4848      12.4718 3.476192e-03 3.461545e-03 8.462703e-01          N/A       221.30    400091.91
   67      12.6695      12.6567 3.427540e-03 3.413118e-03 8.462549e-01          N/A       221.30    400091.91
   68      12.8557      12.8431 3.379913e-03 3.365695e-03 8.462421e-01          N/A       221.30    400091.91
   69      13.0274      13.0150 3.333256e-03 3.319234e-03 8.462317e-01          N/A       221.30    400091.91
   70      13.2115      13.1992 3.287593e-03 3.273748e-03 8.462234e-01          N/A       221.30    400091.91
   71      13.3966      13.3843 3.242859e-03 3.229183e-03 8.462171e-01          N/A       221.30    400091.91
   72      13.5684      13.5560 3.199081e-03 3.185558e-03 8.462127e-01          N/A       221.30    400091.91
   73      13.7535      13.7413 3.156202e-03 3.142818e-03 8.462099e-01          N/A       221.30    400091.91
   74      13.9393      13.9275 3.114222e-03 3.100976e-03 8.462087e-01          N/A       221.30    400091.91
   75      14.1116      14.0999 3.073122e-03 3.059987e-03 8.462089e-01          N/A       221.30    400091.91
   76      14.2980      14.2866 3.032863e-03 3.019852e-03 8.462104e-01          N/A       221.30    400091.91
   77      14.4853      14.4740 2.993467e-03 2.980542e-03 8.462130e-01          N/A       221.30    400091.91
   78      14.6577      14.6465 2.954872e-03 2.942038e-03 8.462167e-01          N/A       221.30    400091.91
   79      14.8443      14.8333 2.917083e-03 2.904337e-03 8.462213e-01          N/A       221.30    400091.91
   80      15.0330      15.0198 2.880080e-03 2.867390e-03 8.462269e-01          N/A       221.30    400091.91
   81      15.2054      15.1925 2.843823e-03 2.831228e-03 8.462332e-01          N/A       221.30    400091.91
   82      15.3941      15.3815 2.808334e-03 2.795784e-03 8.462403e-01          N/A       221.30    400091.91
   83      15.5799      15.5676 2.773544e-03 2.761075e-03 8.462480e-01          N/A       221.30    400091.91
   84      15.7666      15.7546 2.739487e-03 2.727066e-03 8.462563e-01          N/A       221.30    400091.91
   85      15.9412      15.9282 2.706087e-03 2.693741e-03 8.462651e-01          N/A       221.30    400091.91
   86      16.1331      16.1204 2.673388e-03 2.661099e-03 8.462744e-01          N/A       221.30    400091.91
   87      16.3240      16.3117 2.641310e-03 2.629094e-03 8.462841e-01          N/A       221.30    400091.91
   88      16.5056      16.4906 2.609888e-03 2.597747e-03 8.462941e-01          N/A       221.30    400091.91
   89      16.9554      16.7647 2.579072e-03 2.567000e-03 8.463046e-01          N/A       225.73    400637.91
   90      17.1662      16.9652 2.548831e-03 2.536876e-03 8.463153e-01          N/A       227.61    400637.91
   91      17.3449      17.1441 2.519214e-03 2.507327e-03 8.463262e-01          N/A       230.20    400637.91
   92      17.5314      17.3308 2.490144e-03 2.478349e-03 8.463374e-01          N/A       230.20    400637.91
   93      17.7191      17.5187 2.461609e-03 2.449941e-03 8.463487e-01          N/A       230.20    400637.91
   94      17.8930      17.6928 2.433614e-03 2.422052e-03 8.463603e-01          N/A       230.22    400637.91
   95      18.0835      17.8790 2.406164e-03 2.394704e-03 8.463719e-01          N/A       230.22    400637.91
   96      18.2709      18.0663 2.379210e-03 2.367875e-03 8.463837e-01          N/A       211.48    400637.91
   97      18.4434      18.2389 2.352740e-03 2.341527e-03 8.463955e-01          N/A       214.92    400637.91
   98      18.6305      18.4258 2.327367e-03 2.317561e-03 8.464074e-01          N/A       221.03    400637.91
   99      18.8285      18.6131 2.305648e-03 2.295910e-03 8.464194e-01          N/A       221.03    400637.91
  100      19.0027      18.7862 2.284276e-03 2.274565e-03 8.464314e-01 3.971091e-01       223.16    400637.91
  101      19.1932      18.9730 2.263194e-03 2.253559e-03 8.464434e-01          N/A       223.16    400637.91
  102      19.3806      19.1609 2.242421e-03 2.232836e-03 8.464554e-01          N/A       223.45    400637.91
  103      19.5582      19.3350 2.221967e-03 2.212438e-03 8.464674e-01          N/A       223.45    400637.91
  104      19.7442      19.5214 2.201790e-03 2.192333e-03 8.464793e-01          N/A       198.91    400637.91
  105      19.9340      19.7085 2.181888e-03 2.172499e-03 8.464912e-01          N/A       194.34    400637.91
  106      20.1101      19.8827 2.162310e-03 2.152986e-03 8.465031e-01          N/A       199.70    400637.91
  107      20.2991      20.0686 2.142996e-03 2.133742e-03 8.465149e-01          N/A       202.33    400637.91
  108      20.4936      20.2563 2.123941e-03 2.114757e-03 8.465267e-01          N/A       207.28    400637.91
